"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MRD8RW5J","journalArticle","1991","Ericson, Richard E.","The Classical Soviet-Type Economy: Nature of the System and Implications for Reform","Journal of Economic Perspectives","","0895-3309","10.1257/jep.5.4.11","https://www.aeaweb.org/articles?id=10.1257/jep.5.4.11","Below I will outline the traditional Soviet economic system, developing its logic of institutions and interactions, and pointing out their natural economic consequences. This will lead me to a list of defining characteristics of that system, characteristics that are mutually dependent and supporting and hence must be changed more or less simultaneously if effective reform is to take place. One implication is that step-by-step measures are likely to fail. Instead, complete replacement of the economic system, as apparently intended by many East European reformers, seems necessary for a market-based system to begin functioning. This will be a truly monumental task and nowhere more so than in the Soviet Union.","1991-12","2022-05-30 06:56:53","2022-05-30 06:56:53","2022-05-30 06:56:53","11-27","","4","5","","","The Classical Soviet-Type Economy","","","","","","","en","","","","","www.aeaweb.org","","","","C:\Users\j.reidhead\Zotero\storage\SSC4QL7W\Ericson - 1991 - The Classical Soviet-Type Economy Nature of the S.pdf; C:\Users\j.reidhead\Zotero\storage\AZPAAQZP\articles.html","","","and Reform; Coordination; Socialist Systems and Transitional Economies: Planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRPYFJMD","book","1982","Yi, Yong-p'il","The breakdown of authority structure in Korea in 1960: A systems approach","","","","","","","1982","2022-05-30 06:27:57","2022-05-30 06:27:57","","","120","","","","","The breakdown of authority structure in Korea in 1960","Korean studies series / Institute of Social Sciences, Seoul National University","no. 4","","","Seoul National University Press","Seoul","","","","","","Library Catalog (Koha)","CKS DS922.35 .Y5 1982","","Originally presented as the author's thesis (Ph. D.--University of Chicago, 1974) Includes indexes","","","","Politics and government; Political science; 1960-1988; Korea; Korea (South); Research","","","","","","","","","","","","","","","","","","","","ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXKJX5MY","journalArticle","1996","Geifman, Anna","Review of Lenin's Tomb: The Last Days of the Soviet Empire","The Oral History Review","","0094-0798","","https://www.jstor.org/stable/3675861","","1996","2022-05-30 06:27:07","2022-05-30 06:27:07","2022-05-30 06:27:07","118-120","","2","23","","","Review of Lenin's Tomb","","","","","","","","","","","","JSTOR","","Publisher: [Oxford University Press, Oral History Association]","","C:\Users\j.reidhead\Zotero\storage\SINFZ5C9\Geifman - 1996 - Review of Lenin's Tomb The Last Days of the Sovie.pdf","","","","","","","","","","","","","","","","","","Remnick, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TC47MWEX","journalArticle","1985","Leung C. K., Hanson","The Role of Leadership in Adaptation to Change: Lessons of Economic Reforms in the USSR and China","Studies in Comparative Communism","","0039-3592","","https://www.jstor.org/stable/45366837","","1985","2022-05-30 06:26:13","2022-05-30 06:26:13","2022-05-30 06:26:13","227-246","","4","18","","","The Role of Leadership in Adaptation to Change","","","","","","","","","","","","JSTOR","","","","C:\Users\j.reidhead\Zotero\storage\N77694B7\Leung C. K. - 1985 - The Role of Leadership in Adaptation to Change Le.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSP6F5H6","journalArticle","1988","Putnam, Robert D.","Diplomacy and Domestic Politics: The Logic of Two-Level Games","International Organization","","0020-8183","","https://www.jstor.org/stable/2706785","Domestic politics and international relations are often inextricably entangled, but existing theories (particularly ""state-centric"" theories) do not adequately account for these linkages. When national leaders must win ratification (formal or informal) from their constituents for an international agreement, their negotiating behavior reflects the simultaneous imperatives of both a domestic political game and an international game. Using illustrations from Western economic summitry, the Panama Canal and Versailles Treaty negotiations, IMF stabilization programs, the European Community, and many other diplomatic contexts, this article offers a theory of ratification. It addresses the role of domestic preferences and coalitions, domestic political institutions and practices, the strategies and tactics of negotiators, uncertainty, the domestic reverberation of international pressures, and the interests of the chief negotiator. This theory of ""two-level games"" may also be applicable to many other political phenomena, such as dependency, legislative committees, and multiparty coalitions.","1988","2022-05-30 06:25:14","2022-05-30 06:25:14","2022-05-30 06:25:14","427-460","","3","42","","","Diplomacy and Domestic Politics","","","","","","","","","","","","JSTOR","","Publisher: [MIT Press, University of Wisconsin Press, Cambridge University Press, International Organization Foundation]","","C:\Users\j.reidhead\Zotero\storage\SKP9ANMV\Putnam - 1988 - Diplomacy and Domestic Politics The Logic of Two-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q66NW4XN","book","1984","Prigogine, I; Stengers, Isabelle; Prigogine, I","Order out of chaos: man's new dialogue with nature","","978-0-553-34082-2 978-1-78663-100-8 978-0-553-34363-2","","","","","1984","2022-05-30 06:24:43","2022-05-30 06:24:43","","","","","","","","Order out of chaos","","","","","Bantam Books","Toronto; New York, N.Y.","English","","","","","Open WorldCat","","OCLC: 10146336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BS2ZCXYZ","book","1996","Park, Han S","North Korea: ideology, politics, economy","","978-0-13-102161-7","","","","Unlike most of the Soviet-established socialist regimes, North Korea has not experienced and fundamental changes as a result of the demise of the Soviet Union. However, while it plays an important role and presents a difficult strategic challenge in the international arena, little is known about the North Korean system. To better understand North Korea we must try to understand the cognitive processes and perceptions of its people. To this end, North Korea: Ideology, Politics, Economy features first-hand, balanced accounts from a diverse group of contributors representing ten countries, including the former Soviet Union, China, Poland, Czechoslovakia, Hungary, Bulgaria, Germany, Japan, Canada and the United States.","1996","2022-05-30 06:23:37","2022-05-30 06:23:37","","","","","","","","North Korea","","","","","Prentice Hall","Englewood Cliffs, N.J.","English","","","","","Open WorldCat","","OCLC: 31815038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDRPHD73","journalArticle","2001","Strauss, Julia C.","Review of Rural China Takes Off: Institutional Foundations of Economic Reform; Contesting Citizenship in Urban China: Peasant Migrants, the State, and the Logic of the Market","International Labor and Working-Class History","","0147-5479","","https://www.jstor.org/stable/27672717","","2001","2022-05-30 06:21:21","2022-05-30 06:21:21","2022-05-30 06:21:21","136-138","","59","","","","Review of Rural China Takes Off","","","","","","","","","","","","JSTOR","","Publisher: Cambridge University Press","","C:\Users\j.reidhead\Zotero\storage\6S349EL7\Strauss - 2001 - Review of Rural China Takes Off Institutional Fou.pdf","","","","","","","","","","","","","","","","","","Oi, Jean C.; Solinger, Dorothy J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B626FIYB","journalArticle","2001","Koh, B. C.","North Korea Through the Looking Glass. By Kongdan Oh and Ralph C. Hassig. Washington, DC: Brookings Institution Press, 2000. ix, 256 pp, index. 16.95 (paper).","The Journal of Asian Studies","","1752-0401, 0021-9118","10.2307/2659559","https://www.cambridge.org/core/journals/journal-of-asian-studies/article/abs/north-korea-through-the-looking-glass-by-kongdan-oh-and-ralph-c-hassig-washington-dc-brookings-institution-press-2000-ix-256-pp-index-3995-cloth-1695-paper/D62B906121735688101CB60F47D31E69","//static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS002191180000526X/resource/name/firstPage-S002191180000526Xa.jpg","2001-02","2022-05-30 06:20:37","2022-05-30 06:20:37","2022-05-30 06:20:37","240-241","","1","60","","","North Korea Through the Looking Glass. By Kongdan Oh and Ralph C. Hassig. Washington, DC","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","C:\Users\j.reidhead\Zotero\storage\KK76AN3C\D62B906121735688101CB60F47D31E69.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CI67K9AA","journalArticle","1991","BARANY, ZOLTAN D.","CIVIL-MILITARY RELATIONS IN COMMUNIST SYSTEMS: WESTERN MODELS REVISITED","Journal of Political & Military Sociology","","0047-2697","","https://www.jstor.org/stable/45293957","This article is a critical reevaluation of some of the most significant Western models of civil-military relations in Communist systems. Following a brief examination of the general characteristics of civil-military relations in Communist states, the author surveys some of the theoretical constructs that were devised to explain the phenomenon. He argues that while all of the models contribute to our understanding of civil-military relations in these states, none can satisfactorily explain the large variety of actual behavior in different states and through time. This shortcoming was revealed particularly clearly in the recent East European revolutions and during the last couple of years in the USSR.","1991","2022-05-30 06:20:07","2022-05-30 06:20:07","2022-05-30 06:20:07","75-99","","1","19","","","CIVIL-MILITARY RELATIONS IN COMMUNIST SYSTEMS","","","","","","","","","","","","JSTOR","","Publisher: University Press of Florida","","C:\Users\j.reidhead\Zotero\storage\NEZ2PRLI\BARANY - 1991 - CIVIL-MILITARY RELATIONS IN COMMUNIST SYSTEMS WES.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQBY69MQ","journalArticle","2014","Lynn, Hyung-Gu","Two Koreas: A Contemporary History. By Don Oberdorfer Book Review GA 9.1 2014","Global Asia","","","","https://www.academia.edu/45267837/Two_Koreas_A_Contemporary_History_By_Don_Oberdorfer_Book_Review_GA_9_1_2014","Review of the revised edition of Don Oberdorfer's The Two Koreas","2014-01-01","2022-05-30 06:19:36","2022-05-30 06:19:36","2022-05-30 06:19:36","","","","","","","Two Koreas","","","","","","","","","","","","www.academia.edu","","","","C:\Users\j.reidhead\Zotero\storage\M4AYFPMF\Two_Koreas_A_Contemporary_History_By_Don_Oberdorfer_Book_Review_Global_Asia_9_1_2014.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBRQEW4D","book","1988","Nelson, Cary; Grossberg, Lawrence","Marxism and the interpretation of culture","","978-0-252-01401-7 978-0-252-01108-5","","","","This title provides a picture of the state of Marxist thinking. It aims to provoke a debate that will be of interest to those concerned with the status and development of Marxism and also to theorists in all fields of the human sciences.","1988","2022-05-30 06:17:20","2022-05-30 06:17:20","","","","","","","","","","","","","University of Illinois Press","Urbana","English","","","","","Open WorldCat","","OCLC: 15488951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHXFLRA3","book","1995","Miller, James Grier","Living systems","","978-0-87081-363-4","","","","","1995","2022-05-30 06:14:37","2022-05-30 06:14:37","","","","","","","","","","","","","University Press of Colorado","Niwot, Colorado","English","","","","","Open WorldCat","","OCLC: 302018182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMMWPVZG","journalArticle","1991","Kim, Roy U. T.","Korea: The Peninsular Origins of the War. By John Merrill. Newark: University of Delaware Press, 1989. iv, 237 pp.","The Journal of Asian Studies","","1752-0401, 0021-9118","10.2307/2058597","https://www.cambridge.org/core/journals/journal-of-asian-studies/article/abs/korea-the-peninsular-origins-of-the-war-by-john-merrill-newark-university-of-delaware-press-1989-iv-237-pp/907FE636B2E8AAEB1773FFA20ED5290B","//static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS0021911800044089/resource/name/firstPage-S0021911800044089a.jpg","1991-11","2022-05-30 06:13:30","2022-05-30 06:13:30","2022-05-30 06:13:30","955-956","","4","50","","","Korea","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","C:\Users\j.reidhead\Zotero\storage\Y6MNBB9G\907FE636B2E8AAEB1773FFA20ED5290B.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLEWZRV5","journalArticle","2010","Kim, Samuel S.","NORTH KOREA'S NUCLEAR STRATEGY AND THE INTERFACE BETWEEN INTERNATIONAL AND DOMESTIC POLITICS","Asian Perspective","","0258-9184","","https://www.jstor.org/stable/42704702","Pyongyang's nuclear strategy has been significantly shaped by the perceived U.S. nuclear threat since the early 1950s, portending a quest for a self-reliant existential nuclear deterrent for the DPRK. This article tracks and explains how Washington's nuclear threat cast a long shadow that underpins the evolution of North Korea's nuclear thinking and strategy over the years. North Korea's nuclear strategy is being shaped as much if not more so in Washington than in Pyongyang. Just as importantly, the implementation process of major denuclearization agreements has seemed ready-made to be hijacked by war hawks in domestic politics in Washington. In pursuit of these lines of reasoning, the article proceeds in three sections. The first section appraises the interplay of Washington's nuclear threats and Pyongyang's songun (""military-first"") politics in the evolution of North Korea's nuclear thinking and strategy over the years. The second section offers a critical analysis of the changing dynamics of domestic politics in the making and unmaking of key denuclearization accords in the course of the first and second U.S.-DPRK nuclear standoffs. The third section brings the common-security engagement back in charting an alternative pathway toward a working peace system in the Korean peninsula.","2010","2022-05-30 06:11:36","2022-05-30 06:11:36","2022-05-30 06:11:36","49-85","","1","34","","","","","","","","","","","","","","","JSTOR","","Publisher: Lynne Rienner Publishers","","C:\Users\j.reidhead\Zotero\storage\A3GE732L\Kim - 2010 - NORTH KOREA'S NUCLEAR STRATEGY AND THE INTERFACE B.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69XVAQNX","book","1995","March, James G; Olsen, Johan P","Democratic governance","","978-0-02-874054-6","","","","Going beyond democratic theory, March and Olsen draw on social science to examine how political institutions create and sustain democratic solidarity, identities, capabilities, accounts, and adaptiveness; how they can maintain and elaborate democratic values and beliefs - and how governance might be made honorable, just, and effective. They show how democratic governance is both preactive and reactive - creating interests and power as well as responding to them - and how it shapes not only an understanding of the past and an ability to learn from it, but even history itself. By exploring how governance transcends the creation of coalitions that reflect existing preferences, resources, rights, and rules, the authors reveal how it includes the actual formation of these defining principles of social and political life.","1995","2022-05-30 06:08:23","2022-05-30 06:08:23","","","","","","","","","","","","","Free Press","New York","English","","","","","Open WorldCat","","OCLC: 32349561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYNBX6YQ","document","2007","March, James G.; March, James G.; Anderson, David; Eaton, Vicki; Levinthal, Daniel; Miner, Anne; Salin, Philip","Footnotes to Organiza- tional Change","","","","","","Your use of the JSTOR archive indicates your acceptance of JSTOR's Terms and Conditions of Use, available at","2007","2022-05-30 06:08:02","2022-05-30 06:08:02","","","","","","","","","","","","","","","","","","","","CiteSeer","","","","C:\Users\j.reidhead\Zotero\storage\QUA3KEIW\March et al. - 2007 - Footnotes to Organiza- tional Change.pdf; C:\Users\j.reidhead\Zotero\storage\7JADHA6V\download.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QY5UCZAH","journalArticle","1980","Oleszczuk, Thomas","Group Challenges and Ideological De-Radicalization in Yugoslavia","Soviet Studies","","0038-5859","","https://www.jstor.org/stable/151285","","1980","2022-05-30 06:07:21","2022-05-30 06:07:21","2022-05-30 06:07:21","561-579","","4","32","","","","","","","","","","","","","","","JSTOR","","Publisher: [Taylor & Francis, Ltd., University of Glasgow]","","C:\Users\j.reidhead\Zotero\storage\VEZYDCMR\Oleszczuk - 1980 - Group Challenges and Ideological De-Radicalization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3L86W3E","journalArticle","2013","Heilmann, Sebastian; Melton, Oliver","The Reinvention of Development Planning in China, 1993–2012","Modern China","","0097-7004","10.1177/0097700413497551","https://doi.org/10.1177/0097700413497551","In studies of China’s economic rise and political system, multiyear comprehensive and sectoral plans issued by the national government tend to be played down as futile efforts at reigning in a political economy increasingly driven by market incentives and decentralized decisions. Contrary to this, we provide evidence that China’s planning system has been transformed alongside the economic transition, yet remains central to almost all domains of public policy making and the political institutions that have fostered China’s high-speed growth and economic stability. The incorporation of experimental programs into macro-plans, a tiered hierarchy of policy oversight, newly introduced mid-course plan evaluations, and systematic top-level policy review have allowed Chinese planners to play a central role in economic policy making without succumbing to the rigidity traps that debased traditional planned economies. By better understanding how the planning cycle influences incentives and resources of successive layers of bureaucracies and jurisdictions, and how it updates itself and adapts to new challenges, it is possible to explain a greater proportion of the Chinese policy-making process, including many of its successes and pathologies.","2013-11-01","2022-05-30 06:06:35","2022-05-30 06:06:35","2022-05-30 06:06:35","580-628","","6","39","","Modern China","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","C:\Users\j.reidhead\Zotero\storage\G4CW3RX8\Heilmann and Melton - 2013 - The Reinvention of Development Planning in China, .pdf","","","China; adaptive capacity; experimental governance; five-year plan; planning; planning cycle; policy making; policy process; policy review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLEAPZ4M","journalArticle","1983","Liu, Alan P. L.","The Politics of Corruption in the People's Republic of China","The American Political Science Review","","0003-0554","10.2307/1957262","https://www.jstor.org/stable/1957262","This article analyzes pervasive political corruption in the People's Republic of China today, based on a collection of 275 media reports from 1977 to 1980. First, a description of the types of corruption, the characteristics of corruptors, and the urban-rural concentration of corruption is presented. Then, an analysis of the regional variation in corruption is made, taking into account political, strategic, social, and economic factors. Third, Chinese @'theorizing@' about the causes of corruption is described, and its correspondence with some outstanding Western theories on corruption is discussed. Finally, Chinese authorities' strategy of weakening the @'system of corruption@' in China is evaluated, especially the strengthening of social control.","1983","2022-05-30 06:05:58","2022-05-30 06:05:58","2022-05-30 06:05:58","602-623","","3","77","","","","","","","","","","","","","","","JSTOR","","Publisher: [American Political Science Association, Cambridge University Press]","","C:\Users\j.reidhead\Zotero\storage\CEU56IA2\Liu - 1983 - The Politics of Corruption in the People's Republi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGMLXSWE","journalArticle","1999","Lipson, Michael","The reincarnation of CoCom: Explaining post‐cold war export controls","The Nonproliferation Review","","1073-6700, 1746-1766","10.1080/10736709908436748","http://www.tandfonline.com/doi/abs/10.1080/10736709908436748","","1999-03","2022-05-30 06:05:34","2022-05-30 06:05:34","2022-05-30 06:05:34","33-51","","2","6","","The Nonproliferation Review","The reincarnation of CoCom","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\j.reidhead\Zotero\storage\CKGX23K4\Lipson - 1999 - The reincarnation of CoCom Explaining post‐cold w.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4M9GBEGJ","journalArticle","1994","Kim, Sunwoong","New East Asian Economic Development: Interacting Capitalism and Socialism. By Keun Lee. Armonk, N.Y.: M. E. Sharpe, 1993 xii, 211 pp. 22.50 (paper).","The Journal of Asian Studies","","1752-0401, 0021-9118","10.2307/2059849","https://www.cambridge.org/core/journals/journal-of-asian-studies/article/abs/new-east-asian-economic-development-interacting-capitalism-and-socialism-by-keun-lee-armonk-ny-m-e-sharpe-1993-xii-211-pp-5995-cloth-2250-paper/4F05B6A2BA3F020505EAFB68DE132CAE","//static.cambridge.org/content/id/urn%3Acambridge.org%3Aid%3Aarticle%3AS0021911800026504/resource/name/firstPage-S0021911800026504a.jpg","1994-05","2022-05-30 06:01:58","2022-05-30 06:01:58","2022-05-30 06:01:58","512-514","","2","53","","","New East Asian Economic Development","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","C:\Users\j.reidhead\Zotero\storage\R2EYLDZD\4F05B6A2BA3F020505EAFB68DE132CAE.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIJI5RVC","journalArticle","2005","Uhalley, Stephen","CONTEMPORARY DEVELOPMENTS IN NORTH KOREA","Journal of Third World Studies","","8755-3449","","https://www.jstor.org/stable/45194235","","2005","2022-05-30 06:01:26","2022-05-30 06:01:26","2022-05-30 06:01:26","247-251","","1","22","","","","","","","","","","","","","","","JSTOR","","Publisher: University Press of Florida","","C:\Users\j.reidhead\Zotero\storage\YXNCWNJ8\Uhalley - 2005 - CONTEMPORARY DEVELOPMENTS IN NORTH KOREA.pdf","","","","Lee, Hy-Sang; Flake, L. Gordon; Snyder, Scott; Cha, Victor D.; Kang, David C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R9BPVZW","book","1991","Laszlo, Ervin","The Age of Bifurcation: Understanding the Changing World","","","","","","","1991","2022-05-30 06:01:00","2022-05-30 06:01:00","","","","","","","","The Age of Bifurcation","","","","","Gordon & Breach Science Pub","","","","","","","PhilPapers","","","","C:\Users\j.reidhead\Zotero\storage\2ACDI9ZA\LASTAO-4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AV6C92UD","book","1986","Lasswell, Harold D.","Psychopathology and Politics","","978-0-226-46919-5","","","https://press.uchicago.edu/ucp/books/book/chicago/P/bo27832683.html","First published in 1930, this classic study of personality types remains vital for the understanding of contemporary public figures. Lasswell’s pioneering application of the concepts of clinical psychology to the understanding of powerbrokers in politics, business, and even the church offers insights into the careers of leaders as diverse as Adolf Hitler and Richard Nixon.","1986-06","2022-05-30 06:00:15","2022-05-30 06:00:15","2022-05-30 06:00:15","","358","","","","","","","","","","University of Chicago Press","Chicago, IL","en","","","","","University of Chicago Press","","","","C:\Users\j.reidhead\Zotero\storage\V424EK89\bo27832683.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2G4GXY6","journalArticle","1983","Szelenyi, Ivan","Review of The End of Social Inequality","Acta Sociologica","","0001-6993","","https://www.jstor.org/stable/4194489","","1983","2022-05-30 05:58:24","2022-05-30 05:58:24","2022-05-30 05:58:24","313-316","","3/4","26","","","","","","","","","","","","","","","JSTOR","","Publisher: Sage Publications, Ltd.","","C:\Users\j.reidhead\Zotero\storage\FX89YZQV\Szelenyi - 1983 - Review of The End of Social Inequality.pdf","","","","","","","","","","","","","","","","","","Lane, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXSLWRUN","bookSection","2019","Laclau, Ernesto; Mouffe, Chantal","1 HEGEMONY AND SOCIALIST STRATEGY","Post-Marxism","978-1-4744-7259-3","","","https://www.degruyter.com/document/doi/10.1515/9781474472593-004/html","","2019-08-07","2022-05-30 05:57:27","2022-05-30 05:57:27","2022-05-30 05:57:27","14-17","","","","","","","","","","","Edinburgh University Press","","en","","","","","DOI.org (Crossref)","","DOI: 10.1515/9781474472593-004","","C:\Users\j.reidhead\Zotero\storage\8L7ZYA4X\Laclau and Mouffe - 2019 - 1 HEGEMONY AND SOCIALIST STRATEGY.pdf","","","","","","","","","Sim, Stuart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UAQTWML","journalArticle","1995","Kuran, Timur","The Inevitability of Future Revolutionary Surprises","American Journal of Sociology","","0002-9602","","https://www.jstor.org/stable/2782680","Although social scientists have written extensively on revolutions, none of their theories has shown much predictive success in practice. Recent revolutions surprised social scientists as much as anyone else. This article proposes that revolutionary surprises will occur repeatedly, although it is possible to identify countries relatively likely to experience a sudden explosion. The argument hinges on preference falsification-the act of misrepresenting one's preferences under perceived social pressures. By falsifying their preferences with regard to the incumbent regime, disgruntled citizens distort perceptions of the potential for political change. The article's key proposition may be refuted by building a model that successfully predicts when and where revolutions will occur.","1995","2022-05-30 05:56:23","2022-05-30 05:56:23","2022-05-30 05:56:23","1528-1551","","6","100","","","","","","","","","","","","","","","JSTOR","","Publisher: University of Chicago Press","","C:\Users\j.reidhead\Zotero\storage\2XQLRLXG\Kuran - 1995 - The Inevitability of Future Revolutionary Surprise.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSWGVIQF","book","1992","Kornai, Janos","The Socialist System: The Political Economy of Communism","","978-0-19-828776-6","","","https://oxford.universitypressscholarship.com/10.1093/0198287763.001.0001/acprof-9780198287766","This book presents a comprehensive analysis of socialist economics. It addresses the reasons for the early successes of socialist systems, and the reasons for their gradual breakdown. There are twenty‐eight chapters, of which the first two (in Part One of the book) are introductory. The remaining chapters are arranged in two further parts. Part Two, (chapters 3–15), deals with classical socialism, defined as the political structure and economy that developed in the Soviet Union under Stalin and in China under Mao Zedong, and emerged in the smaller countries of Eastern Europe and in several Asian, African, and Latin American countries. Part Three, (chapters 16–24), deals with the processes of reform, such as the changes started in Hungary under Kádár in 1968 or in the Soviet Union under Gorbachev in 1985, which were designed to renew the socialist system. The final, political conclusion is that Stalinist classical socialism is repressive and inefficient, but nevertheless constitutes a coherent system which slackens and contradicts itself when it starts to reform; hence reform is doomed to fail. An appendix provides a bibliography on the post‐socialist transition.","1992","2022-05-30 05:55:40","2022-05-30 05:55:40","2022-05-30 05:55:40","","672","","","","","The Socialist System","Clarendon Paperbacks","","","","Oxford University Press","Oxford","eng","","","","","University Press Scholarship","","DOI: 10.1093/0198287763.001.0001","","","","","communism; classical socialism; failure; history; political economy; reform; socialism; socialist economics; socialist systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMXBBX2Q","book","2010","Eberstadt, Nicholas; Eberstadt, Nick","Policy and Economic Performance in Divided Korea During the Cold War Era: 1945-91","","978-0-8447-4274-8","","","","The Korean peninsula during the Cold War provided a cruel but historically unparalleled real-world ""experiment"" in the relationship between polity and material advance: an ethnically and culturally homogenous nation was, in 1945, suddenly divided by an arbitrary boundary line and then subjected to two radically different and adversarial political economies for successive decades on end. Assessing the competition between the North and South Korean economies from partition to the end of the Soviet era, Nicholas Eberstadt argues that the storyline is not quite as simple as the now-prevailing narrative suggests (that centrally-planned economies are doomed to fail against market-oriented alternatives). Rather, he suggests, the race for material progress was just that: a race, the results of which were far from preordained at the outset. In Policy and Economic Performance in Divided Korea during the Cold War Era: 1945-91, Eberstadt presents an impressive compilation of hard-to-find comparative data on economic performance for the Democratic People's Republic of Korea (DPRK, or North Korea) and the Republic of Korea (ROK, or South Korea) over two critical generations. By a number of indicators, Eberstadt argues, Kim Il Sung's North Korea actually outperformed South Korea for much of this period--not only in the years immediately following partition, but perhaps also into the 1970s. To explain these surprising results, Eberstadt details the impact of government policies on the course of growth of both economies and offers some unorthodox observations about material performance under these two contending polities. He finds that prevailing economic development theory on such issues as planned-versus- market economies, military burden, and the relationship between material advance and poverty, may require reexamination in light of the experience of the two Koreas between partition and the end of the Cold War.","2010","2022-05-30 05:54:58","2022-05-30 05:54:58","","","332","","","","","Policy and Economic Performance in Divided Korea During the Cold War Era","","","","","Rowman & Littlefield","","en","","","","","Google Books","","Google-Books-ID: 72lpTkNcJQ4C","","","https://books.google.kz/books?id=72lpTkNcJQ4C","","History / Asia / Korea; Business & Economics / Development / Economic Development; Business & Economics / Economic Conditions; Business & Economics / International / Economics & Trade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
