"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LFFUGFPJ","book","1976","Malloy, James","Authoritarianism and Corporatism in Latin America","","978-0-8229-7416-1","","","","Since the mid-1960s it has been apparent that authoritarian regimes are not necessarily doomed to extinction as societies modernize and develop, but are potentially viable (if unpleasant) modes of organizing a society’s developmental efforts. This realization has spurred new interest among social scientists in the phenomenon of authoritarianism and one of its variants, corporatism.  The sixteen previously unpublished essays in this volume provide a focus for the discussion of authoritarianism and corporatism by clarifying various concepts, and by pointing to directions for future research utilizing them. The book is organized in four parts: a theoretical introduction; discussions of authoritarianism, corporatism, and the state; comparative and case studies; and conclusions and implications. The essays discuss authoritarianism and corporatism in Argentina, Bolivia, Brazil, Chile, Colombia, the Dominican Republic, Mexico, Peru, Uruguay, and Venezuela.","1976-06-15","2022-05-30 11:24:09","2022-05-30 11:24:09","","","561","","","","","","","","","","University of Pittsburgh Pre","","en","","","","","Google Books","","Google-Books-ID: BHxRrTrLSokC","","","https://books.google.kz/books?id=BHxRrTrLSokC","","Political Science / General; Political Science / Political Economy; History / Latin America / South America","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NG7AN8SC","journalArticle","1985","Silk, Joan B.","Primate Socioecology: Reproductive Decisions. An Economic Analysis of Gelada Baboon Social Strategies. R. I. M. Dunbar. Princeton University Press, Princeton, N.J., 1985. x, 266 pp., illus. $40; paper, $14.50. Monographs in Behavior and Ecology.","Science","","","10.1126/science.229.4717.961","https://www.science.org/doi/pdf/10.1126/science.229.4717.961","","1985-09-06","2022-05-30 11:35:24","2022-05-30 11:35:24","2022-05-30 11:35:24","","","","","","","Primate Socioecology","","","","","","","EN","1985 by the American Association for the Advancement of Science.","","","world","www.science.org","","Publisher: American Association for the Advancement of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS8DQ8FK","journalArticle","2019","Cîrlig, Samira","The Division Of labor In Society, BY Émile Durkheim","Etnosfera","","2601-8497","","https://www.ceeol.com/search/article-detail?id=1032686","Through this study I will try to present the crisis of the modern world starting from Émile Durkheim’s famous work „The Division of Labour in Society”. Here, one discovers that the subject is, in fact, the departure of man from morality. Thus, the paper starts with the concept of anomy, which is the real manifestation of the crisis that the modernity goes through. The second part refers to the solution that Émile Durkheim proposes in order to successfully exit the crisis: the corporation as a factor of moral cohesion. I will also try to highlight the link between the two central concepts, anomy and corporation, with the help of other concepts such as dynamic density, solidarity and specialization, division of labour.","2019","2022-05-30 11:35:22","2022-05-30 11:35:22","2022-05-30 11:35:22","47-53","","1","33","","","","","","","","","","English","","","","","www.ceeol.com","","Publisher: Editura Academiei Române","","","","","solidarity; anomy; corporation; morality; specialization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTJD2VU3","webpage","","","Social anthropology of North American tribes : [essays in social organization, law, and religion] | Titel","","","","","https://library.wur.nl/WebQuery/titel/985375","","","2022-05-30 11:35:17","2022-05-30 11:35:17","2022-05-30 11:35:17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZ2QUNFC","book","2018","Egnal, Marc","A Mighty Empire: The Origins of the American Revolution","","978-1-5017-2386-5","","","https://www.degruyter.com/document/doi/10.7591/9781501723865/html","First published in 1988, Marc Egnal's now classic revisionist history of the origins of the American Revolution, focuses on five colonies—Massachusetts, New York, Pennsylvania, Virginia, and South Carolina—from 1700 to the post-Revolutionary era. Egnal asserts that throughout colonial America the struggle against Great Britain was led by an upper-class faction motivated by a vision of the rapid development of the New World. In each colony the membership of this group, which Egnal calls the expansionist faction, was shaped by self-interest, religious convictions, and national origins. According to Egnal, these individuals had long shown a commitment to American growth and had fervently supported the colonial wars against France, Spain, and Native Americans. While advancing this interpretation, Egnal explores several salient aspects of colonial society. He scrutinizes the partisan battles within the provinces and argues that they were in fact clashes between the expansionists and a second long-lived faction that he calls the ""nonexpansionists."" Through close analysis he shows how economic crisis—the depression of the 1760s—influenced the colonists' behavior. And although he focuses on the initiative and leadership of the elite, Egnal also investigates the part played by the common people in the rebellion. A Mighty Empire contains insightful sketches of Benjamin Franklin, John Adams, and other revolutionary leaders and makes clear the human dimensions of the clash with Great Britain. The final chapter provides a new context for understanding the writing of the Constitution and considers the links between the Revolution and modern America. An appendix lists members of the colonial factions and identifies their patterns of political commitment. Now back in print with a new preface, A Mighty Empire is a valuable addition to the debate over the role of ideas and interests in shaping the Revolution. For the 2010 edition, Egnal reviews how interpretations of the American Revolution have developed since the publication of his landmark volume. In his new preface he considers and critiques explanations for the Revolution founded on ideology, the role of non-elite Americans, and British politics. Egnal also looks to a trend in the writing of the history of the Revolution that considers its effects more than its causes and thereby grapple with the conflicts ingredient in the nascent American empire. With great lucidity, he shows where the writing of history has gone since the appearance of A Mighty Empire and makes a case for its continuing relevance.","2018-10-18","2022-05-30 11:35:16","2022-05-30 11:35:16","2022-05-30 11:35:16","","","","","","","A Mighty Empire","","","","","Cornell University Press","","en","","","","","www.degruyter.com","","DOI: 10.7591/9781501723865 Publication Title: A Mighty Empire","","C:\Users\seoul\Zotero\storage\BWXSDNMG\Egnal - 2018 - A Mighty Empire The Origins of the American Revol.pdf","","","U.S. History; Biography & Autobiography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPMUZ2VG","journalArticle","1980","Eisenstadt, Shmuel Noah; Roniger, Luis","Patron—Client Relations as a Model of Structuring Social Exchange","Comparative Studies in Society and History","","1475-2999, 0010-4175","10.1017/S0010417500009154","https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/article/abs/patronclient-relations-as-a-model-of-structuring-social-exchange/CA3B5F8DFAD63AE6B74E82A748A59178","The study of patronage and of patron-client relations has come lately to the fore in anthropology, political science and sociology, and has exerted a great fascination for scholars in these spheres. From a topic of relatively marginal concern it has become a central one, closely connected to basic theoretical problems and controversies in all the social sciences.","1980-01","2022-05-30 11:35:36","2022-07-04 03:17:48","2022-05-30 11:35:36","42-77","","1","22","","","","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIBBPJXQ","journalArticle","2006","Leibiger, Stuart","JOSEPH J. ELLIS. His Excellency: George Washington. New York: Alfred A. Knopf. 2004 Pp. xiv, 320. $26.95","The American Historical Review","","0002-8762","10.1086/ahr.111.1.158","https://doi.org/10.1086/ahr.111.1.158","Pulitzer Prize-winner Joseph J. Ellis sought to write a fresh biography of George Washington, based on his subject's character, a twenty-first-century version of Marcus Cunliffe's classic Man and Monument (1958). Ellis has succeeded spectacularly, producing what will undoubtedly become the standard Washington biography. Ellis's Washington is both human and sagacious, the “Foundingest Father of them all” (p. xiv), whose success stemmed from a combination of realism rooted in practical life experience rather than book learning, and Herculean self-control gained from a life spent subduing both his boundless ambition and his volcanic personal passions.","2006-02-01","2022-05-30 11:35:34","2022-05-30 11:35:34","2022-05-30 11:35:34","158-159","","1","111","","The American Historical Review","JOSEPH J. ELLIS. His Excellency","","","","","","","","","","","","Silverchair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDCXWIQ6","book","2018","Englehart, Neil A.","Culture and Power in Traditional Siamese Government","","978-1-5017-1911-0","","","https://www.degruyter.com/document/doi/10.7591/9781501719110/html","A broad reevaluation of Siam's political culture as it existed prior to King Chulalongkorn's administrative reforms in the nineteenth century. Englehart offers evidence to show that traditional Siamese government functioned more effectively and...","2018-05-31","2022-05-30 11:35:31","2022-05-30 11:35:31","2022-05-30 11:35:31","","","","","","","","","","","","Cornell University Press","","en","","","","","www.degruyter.com","","DOI: 10.7591/9781501719110 Publication Title: Culture and Power in Traditional Siamese Government","","C:\Users\seoul\Zotero\storage\CV74LDUV\Englehart - 2018 - Culture and Power in Traditional Siamese Governmen.pdf","","","History; Political Science & Political History; Asian Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78B44AXP","journalArticle","2002","Doreian, Patrick","Event sequences as generators of social network evolution","Social Networks","","0378-8733","10.1016/S0378-8733(01)00051-X","https://www.sciencedirect.com/science/article/pii/S037887330100051X","The argument presented in this paper is that one fruitful approach to the study of social network evolution takes the form of examining event sequences as generating mechanisms. Evidence for this comes from two empirical studies of structural balance theory and one simulation study of balance theoretic processes. Four views of causality—system, statistical (predictive), mechanism and algorithmic—are briefly contrasted and then examined with structural balance theory in mind. The conventional statement of the theory turns out to be under specified and inattentive to alternative mechanisms that can generate signed networks through time. Empirical studies of structural balance are limited with regard to the kinds of data that are usually collected. Proposals for studying the generation of signed networks through event sequences while being attentive to structural balance ideas are presented.","2002-05-01","2022-05-30 11:35:30","2022-07-04 03:45:59","2022-05-30 11:35:30","93-119","","2","24","","Social Networks","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\seoul\Zotero\storage\JPR23CDU\Doreian - 2002 - Event sequences as generators of social network ev.pdf","","","Signed networks; Social network evolution; Structural balance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWVWLKNF","book","1988","Webster, Murray; Foschi, Martha","Status Generalization: New Theory and Research","","978-0-8047-1421-1","","","","","1988","2022-05-30 11:42:32","2022-05-30 11:42:32","","","564","","","","","Status Generalization","","","","","Stanford University Press","","en","","","","","Google Books","","Google-Books-ID: _0MBycjLfJ0C","","","https://books.google.kz/books?id=_0MBycjLfJ0C","","Social Science / Sociology / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFK6WWA9","book","2020","Farris, William Wayne","Heavenly Warriors: The Evolution of Japan’s Military, 500–1300","","978-1-68417-297-9","","","","“In a government, military matters are the essential thing,” said Japan’s “Heavenly Warrior,” the Emperor Temmu, in 684. Heavenly Warriors traces in detail the evolutionary development of weaponry, horsemanship, military organization, and tactics from Japan’s early conflicts with Korea up to the full-blown system of the samurai. Enhanced by illustrations and maps, and with a new preface by the author, this book will be indispensable for students of military history and Japanese political history.","2020-03-23","2022-05-30 11:42:31","2022-05-30 11:42:31","","","520","","","","","Heavenly Warriors","","","","","BRILL","","en","","","","","Google Books","","Google-Books-ID: qKPaDwAAQBAJ","","","https://books.google.kz/books?id=qKPaDwAAQBAJ","","History / Social History; History / Europe / General; History / Military / General; History / Europe / Medieval; History / Asia / General; History / Middle East / General; History / Military / Wars & Conflicts (Other); Social Science / Ethnic Studies / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDIBBJ85","journalArticle","1988","Faust, Katherine","Comparison of methods for positional analysis: Structural and general equivalences","Social Networks","","0378-8733","10.1016/0378-8733(88)90002-0","https://www.sciencedirect.com/science/article/pii/0378873388900020","This paper explores the conceptualization and measurement of social position in relational data. It is argued that social positions are evidenced in the interactions among individuals, which are encoded in measured social relations. Given a set of measured relations the task is to reveal social positions which consist of groups of individuals wth similar patterns of relations. Methods based on two alternative approaches are discussed. The first set of approaches is based on structural equivalence, and locates groups of similar individuals based on the extent to which they share identical ties with identical others. A second set of approaches, here called general equivalences, locates groups of similar individuals based on their sharing of “types” of ties with “types” of others. Procedures based on these different approaches are described and applied to actual data and to a constructed example. Results suggest that these different approaches identify different kinds of social groups. It is argued that structural equivalence is an unsuitable basis for analysis of relational data if the goal is detection of social positions.","1988-12-01","2022-05-30 11:42:29","2022-05-30 11:42:29","2022-05-30 11:42:29","313-341","","4","10","","Social Networks","Comparison of methods for positional analysis","","","","","","","en","","","","","ScienceDirect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2GQ4YMX","book","2013","Feldman, Shel","Cognitive Consistency: Motivational Antecedents and Behavioral Consequents","","978-1-4832-7282-5","","","","Cognitive Consistency: Motivational Antecedents and Behavioral presents the behavioral implications of the motivation for consistency. This book discusses the relationship between assumptions and motivation for consistency. Organized into nine chapters, this book begins with an overview of the area of study, empirical problems, and theoretical issues. This text then examines the nature of the motivation for consistency. Other chapters consider the effects of the formal aspects of cognitions. This book discusses as well the behavioral implications of consistency-seeking and the development of theories of cognitive consistency. The final chapter deals with the extent to which the motivation for consistency is based upon cognitive or social consideration. This book is a valuable resource for readers who are interested in attitude formation and change, in particular, and those interested in social psychology and communications, in general. Psychologists, communications specialists, researchers, and theorists working in the scope of the consistency theories will also find this book useful.","2013-10-22","2022-05-30 11:42:25","2022-05-30 11:42:25","","","327","","","","","Cognitive Consistency","","","","","Academic Press","","en","","","","","Google Books","","Google-Books-ID: 8vJFBQAAQBAJ","","","https://books.google.kz/books?id=8vJFBQAAQBAJ","","Psychology / Cognitive Psychology & Cognition; Science / Cognitive Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DHZXCE6","journalArticle","1978","Fennell, Mary L.; Barchas, Patricia R.; Cohen, Elizabeth G.; McMahon, Anne M.; Hildebrand, Polly","An alternative perspective on sex differences in organizational settings: The process of legitimation","Sex Roles","","1573-2762","10.1007/BF00287203","https://doi.org/10.1007/BF00287203","This article takes a sociological approach to a problem that has usually been considered as a psychological phenomenon. It addresses the problem of male—female interactions in work situations utilizing the organizational concepts of division of labor and legitimacy. Traditional explanations evoking sex-role socialization are reviewed and rejected for purposes of experimentation and intervention. An alternative argument, focusing on the structural arrangements of organizational settings, is presented as an explanation for behavioral effects previously attributed to inherent sex differences. The results of a pilot study are briefly described, and directions for further experimentation and possible intervention strategies are suggested.","1978-08-01","2022-05-30 11:42:23","2022-05-30 11:42:23","2022-05-30 11:42:23","589-604","","4","4","","Sex Roles","An alternative perspective on sex differences in organizational settings","","","","","","","en","","","","","Springer Link","","","","","","","Behavioral Effect; Intervention Strategy; Organizational Setting; Pilot Study; Social Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFF87XCI","journalArticle","","Fabbri, Lorenzo","Patronage and its role in government: the Florentine patriciate and Volterra","","","","","https://www.amad.org/jspui/handle/123456789/96678","","","2022-05-30 11:42:37","2022-05-30 11:42:37","2022-05-30 11:42:37","","","","","","","Patronage and its role in government","","","","","","","eng","","","","","www.amad.org","","Accepted: 2020-05-08T05:21:24Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBPN48I9","book","2004","Connell, William J.; Zorzi, Andrea","Florentine Tuscany: Structures and Practices of Power","","978-0-521-54800-7","","","","Florence has often been studied in the past for its distinctive urban culture and society, while insufficient attention has been paid to the important Tuscan territorial state that was created by Florence in the fourteenth and fifteenth centuries. Comprising a handful of formerly independent city-states and numerous smaller communities in the plains and mountains, the Florentine 'empire' in Tuscany supplied the markets and fiscal coffers of the Renaissance republic, while providing lessons in statecraft that nourished the political thought of Machiavelli and Guicciardini. This volume comprises seventeen original essays representing the new directions being taken by historians of the Florentine Renaissance. It offers new and exemplary approaches towards state-building, political vocabulary, political economy, civic humanism, local history and social patronage in what is one of the most interesting and well-documented of the states of late medieval and Renaissance Europe.","2004-01-22","2022-05-30 11:42:36","2022-05-30 11:42:36","","","376","","","","","Florentine Tuscany","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: seDbXV9eu3kC","","","https://books.google.kz/books?id=seDbXV9eu3kC","","Political Science / History & Theory; History / Europe / General; History / Europe / Italy; History / Europe / Medieval","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBXY56LS","journalArticle","1978","Erickson, Bonnie H.; Nosanchuk, T. A.; Mostacci, Liviana; Dalrymple, Christina Ford","The Flow of Crisis Information as a Probe of Work Relations","The Canadian Journal of Sociology / Cahiers canadiens de sociologie","","0318-6431","10.2307/3339794","https://www.jstor.org/stable/3339794","Data on the diffusion of information following a disaster were used to examine the structure of urban interpersonal relations. The disaster, the explosion of a downtown office building, occurred during a workday. The news spread rapidly, largely through communication between people who normally interacted on workdays; thus, tracing these communications provides a useful probe into work-related interaction patterns. It was found that occupational status was the best predictor of how, when, and where the news was heard. People in the formal work world tended to communicate with other workers, especially those of similar status. Moreover, as workers' status increased, so too did the number and ""quality"" of contacts, while reliance on the media declined. Housewives were the group most reliant on the media and family contacts. Students were found to interact primarily with peers and family members and appeared to be more similar to workers than housewives in terms of their linkage structures. /// On s'est servi de données établies à partir d'une information diffusée à la suite d'un désastre pour examiner la structure des rapports entre individus vivant en milieu urbain. Le désastre en question, à savoir l'explosion d'un édifice à bureaux situé au centre-ville, s'est déroulé pendant un jour ouvrable. Les nouvelles à ce sujet se sont répandues rapidement, principalement par le biais des communications qui existent normalement entre des gens qui se côtoient au travail; ainsi en retraçant le fil de ces communications, il est possible de reconstituer des modèles utiles de réciprocité sur les lieux de travail. On a pu établir que le statut relié à une profession donnée était le meilleur prophète pour savoir comment, où et quand les nouvelles seraient entendues. Les gens qui se trouvent dans le monde ordinaire du travail ont tendance à communiquer avec d'autres travailleurs, spécialement avec ceux qui jouissent d'un rang semblable. En outre, plus le statut d'un employé augmente, plus le nombre et la qualité des contacts augmentent aussi, tandis que la confiance dans la presse (écrite et parlée) diminue. Les maîtresses de maison appartiennent au groupe qui se fie le plus à cette presse et aux contacts familiaux. Les étudiants ont tendance à communiquer en premier avec leurs semblables et avec les membres de leur famille; ainsi ils se rapprochent bien plus des travailleurs que des maîtresses de maison dans leur comportement, jugé en fonction de la structure de leurs rapports personnels.","1978","2022-05-30 11:43:05","2022-05-30 11:43:05","2022-05-30 11:43:05","71-87","","1","3","","","","","","","","","","","","","","","JSTOR","","Publisher: Canadian Journal of Sociology","","C:\Users\seoul\Zotero\storage\NEXX2DKM\Erickson 등 - 1978 - The Flow of Crisis Information as a Probe of Work .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTIUMZYT","book","1997","Ertman, Thomas","Birth of the Leviathan: Building States and Regimes in Medieval and Early Modern Europe","","978-0-521-48427-5","","","","For many years scholars have sought to explain why the European states which emerged in the period before the French Revolution developed along such different lines. Why did some states become absolutist and others constitutionalist? What enabled some to develop bureaucratic administrative systems, while others remained dependent upon patrimonial practices?This book presents a new theory of state-building in medieval and early modern Europe. Ertman argues that two factors -- local government and sustained geo-military competition -- can explain most of the variation found across the continent.","1997-01-13","2022-05-30 11:43:03","2022-05-30 11:43:03","","","386","","","","","Birth of the Leviathan","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: dQ53vjKiwR0C","","","https://books.google.kz/books?id=dQ53vjKiwR0C","","History / Europe / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5J7U3BG","journalArticle","1979","Hamilton, Charles V.","The Patron-Recipient Relationship and Minority Politics in New York City","Political Science Quarterly","","0032-3195","10.2307/2149848","https://www.jstor.org/stable/2149848","","1979","2022-05-31 10:46:30","2022-05-31 10:46:30","2022-05-31 10:46:30","211-227","","2","94","","","","","","","","","","","","","","","JSTOR","","Publisher: [Academy of Political Science, Wiley]","","C:\Users\seoul\Zotero\storage\DUWL3KVE\Hamilton - 1979 - The Patron-Recipient Relationship and Minority Pol.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4CLDDTU","journalArticle","1979","Hammer, Muriel","Predictability of social connections over time","Social Networks","","0378-8733","10.1016/0378-8733(79)90005-4","https://www.sciencedirect.com/science/article/pii/0378873379900054","A developed theory of social networks would potentially provide predictive and explanatory models for social processes at the most general level. The paper contributes to such a theory by elaborating one basic proposition: that social connections attract each other as a regular function of network parameters such as ‘structural strength’ (number of common links) and ‘distance’ (length of minimal path of linkage). The proposition is tested on longitudinal data from three locality-based networks.","1979-01-01","2022-05-31 10:46:28","2022-05-31 10:46:28","2022-05-31 10:46:28","165-180","","2","2","","Social Networks","","","","","","","","en","","","","","ScienceDirect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CRQFIQG","journalArticle","1964","Hammond, Peter B.","Mossi Joking","Ethnology","","0014-1828","10.2307/3772882","https://www.jstor.org/stable/3772882","","1964","2022-05-31 10:46:25","2022-05-31 10:46:25","2022-05-31 10:46:25","259-267","","3","3","","","","","","","","","","","","","","","JSTOR","","Publisher: University of Pittsburgh- Of the Commonwealth System of Higher Education","","C:\Users\seoul\Zotero\storage\8M8JJWUR\Hammond - 1964 - Mossi Joking.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZY3FYBBH","journalArticle","1935","Hanfmann, Eugenia","Social structure of a group of kindergarten children","American Journal of Orthopsychiatry","","1939-0025","10.1111/j.1939-0025.1935.tb06360.x","","This study examined social structure in a group of kindergarten children. Every child was paired with every other child of the group and was thus observed playing with nine different partners. For control purposes some of the combinations were repeated with changed play material. After each session an estimate was made by two observers as to which child of the pair was the dominant one. The child who was considered dominant, was the one who, in his play, carried through what he himself wanted, and also had the other child do what he, that is, the first child-wanted, in other words he controlled both his own play and that of his companion. In doubtful cases the decision was reached by determining how frequently during a session each child controlled the other and was himself controlled. Usually the impression of the observers was confirmed by this analysis. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","1935","2022-05-31 10:46:23","2022-05-31 10:46:23","","407-410","","4","5","","","","","","","","","","","","","","","APA PsycNet","","Place: US Publisher: American Orthopsychiatric Association, Inc.","","","","","Social Structure; Childhood Play Development; Kindergartens; Observers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CTGZG5Y","journalArticle","1986","","VRÜ Verfassung und Recht in Übersee","VRÜ Verfassung und Recht in Übersee","","0506-7286","10.5771/0506-7286-1986-2","https://www.nomos-elibrary.de/10.5771/0506-7286-1986-2/vrue-verfassung-und-recht-in-uebersee-jahrgang-19-1986-heft-2","","1986-03-31","2022-05-31 10:46:20","2022-05-31 10:46:20","2022-05-31 10:46:20","","","2","19","","","","","","","","","","de","","","","","www.nomos-elibrary.de","","Publisher: Nomos Verlagsgesellschaft mbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JATWFGL7","book","1996","Ober, Josiah; Hedrick, Charles","Demokratia: A Conversation on Democracies, Ancient and Modern","","978-0-691-01108-0","","","","This book is the result of a long and fruitful conversation among practitioners of two very different fields: ancient history and political theory. The topic of the conversation is classical Greek democracy and its contemporary relevance. The nineteen contributors remain diverse in their political commitments and in their analytic approaches, but all have engaged deeply with Greek texts, with normative and historical concerns, and with each others' arguments. The issues and tensions examined here are basic to both history and political theory: revolution versus stability, freedom and equality, law and popular sovereignty, cultural ideals and social practice. While the authors are sharply critical of many aspects of Athenian society, culture, and government, they are united by a conviction that classical Athenian democracy has once again become a centrally important subject for political debate. The contributors are Benjamin R. Barber, Alan Boegehold, Paul Cartledge, Susan Guettel Cole, W. Robert Connor, Carol Dougherty, J. Peter Euben, Mogens H. Hansen, Victor D. Hanson, Carnes Lord, Philip Brook Manville, Ian Morris, Martin Ostwald, Kurt Raaflaub, Jennifer Tolbert Roberts, Barry S. Strauss, Robert W. Wallace, Sheldon S. Wolin, and Ellen Meiksins Wood.","1996-11-17","2022-05-31 10:46:18","2022-05-31 10:46:18","","","490","","","","","Demokratia","","","","","Princeton University Press","","en","","","","","Google Books","","Google-Books-ID: tNniPicz8SgC","","","https://books.google.co.kr/books?id=tNniPicz8SgC","","History / Ancient / General; History / Ancient / Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RE9NVSN","book","2009","Hanson, Victor Davis","The Western Way of War: Infantry Battle in Classical Greece","","978-0-520-26009-2","","","","The Greeks of the classical age invented not only the central idea of Western politics—that the power of state should be guided by a majority of its citizens—but also the central act of Western warfare, the decisive infantry battle. Instead of ambush, skirmish, or combat between individual heroes, the Greeks of the fifth century B.C. devised a ferocious, brief, and destructive head-on clash between armed men of all ages. In this bold, original study, Victor Davis Hanson shows how this brutal enterprise was dedicated to the same outcome as consensual government—an unequivocal, instant resolution to dispute. Linking this new style of fighting to the rise of constitutional government, Hanson raises new issues and questions old assumptions about the history of war. A new preface addresses recent scholarship on Greek warfare.","2009-04","2022-05-31 10:46:17","2022-05-31 10:46:17","","","313","","","","","The Western Way of War","","","","","University of California Press","","en","","","","","Google Books","","Google-Books-ID: Ec4kDQAAQBAJ","","","https://books.google.co.kr/books?id=Ec4kDQAAQBAJ","","History / Military / General; History / Ancient / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDWLV6WI","book","2007","Hanson, Victor Davis","Carnage and Culture: Landmark Battles in the Rise to Western Power","","978-0-307-42518-8","","","","Examining nine landmark battles from ancient to modern times--from Salamis, where outnumbered Greeks devastated the slave army of Xerxes, to Cortes’s conquest of Mexico to the Tet offensive--Victor Davis Hanson explains why the armies of the West have been the most lethal and effective of any fighting forces in the world.Looking beyond popular explanations such as geography or superior technology, Hanson argues that it is in fact Western culture and values–the tradition of dissent, the value placed on inventiveness and adaptation, the concept of citizenship–which have consistently produced superior arms and soldiers. Offering riveting battle narratives and a balanced perspective that avoids simple triumphalism, Carnage and Culture demonstrates how armies cannot be separated from the cultures that produce them and explains why an army produced by a free culture will always have the advantage.","2007-12-18","2022-05-31 10:46:15","2022-05-31 10:46:15","","","546","","","","","Carnage and Culture","","","","","Knopf Doubleday Publishing Group","","en","","","","","Google Books","","","","","https://books.google.co.kr/books?id=XGr16-CxpH8C","","Political Science / Comparative Politics; History / Military / General; Social Science / Anthropology / Cultural & Social","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPSS8ATE","book","1997","Schweitzer, Frank","Self-Organization of Complex Structures: From Individual to Collective Dynamics","","978-90-5699-027-5","","","","During the past twenty years, a broad spectrum of theories and methods have been developed in physics, chemistry and molecular biology to explain structure formation in complex systems. These methods have been applied to many different fields such as economics, sociology and town planning, and this book reflects the interdisciplinary nature of complexity and self-organisation. The main focus is on the emergence of collective phenomena from individual or microscopic interactions. Presents a wide-ranging overview from fundamental aspects of the evolution of complexity, to applications in biology, ecology, sociology, economics, and urban structure formation.","1997-07-16","2022-05-31 10:46:10","2022-05-31 10:46:10","","","624","","","","","Self-Organization of Complex Structures","","","","","CRC Press","","en","","","","","Google Books","","Google-Books-ID: KwH81KenJRYC","","","https://books.google.co.kr/books?id=KwH81KenJRYC","","Computers / Programming / Algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
